id,recorded_at,security,total_bid,total_ask,diff_percent,ppl_dominance,total_bid_splits,total_ask_splits,top_bid_qty,top_bid_price,current_bid_price
38,"2026-01-05 12:10:24",ONAL.N0000,26731,20905,21.7900,-2.8600,17,18,5000,43.000000,44.200000
39,"2026-01-05 12:10:24",ELPL.N0000,23107,18127,21.5500,11.1100,20,16,15450,165.250000,166.250000
40,"2026-01-05 12:10:24",CTC.N0000,1922,1545,19.6100,-4.7600,20,22,156,1702.500000,1711.000000
41,"2026-01-05 12:10:24",HBS.N0000,577452,473214,18.0500,22.7300,54,34,159025,17.100000,17.200000
42,"2026-01-05 12:10:24",VLL.X0000,37517,30928,17.5600,18.1800,26,18,9700,18.500000,19.100000
43,"2026-01-05 12:10:24",REXP.N0000,12764,10666,16.4400,-11.1100,16,20,200,390.000000,395.000000
44,"2026-01-05 12:10:24",SFCL.N0000,886,759,14.3300,13.3300,17,13,105,1255.000000,1261.000000
45,"2026-01-05 12:10:24",BIL.N0000,14382471,12617855,12.2700,36.8700,477,220,7164703,6.500000,6.700000
46,"2026-01-05 12:10:24",RFL.N0000,18903,16759,11.3400,0.0000,13,13,2500,36.700000,37.200000
47,"2026-01-05 12:10:24",MEL.N0000,691815,625235,9.6200,-8.9300,51,61,182020,4.100000,4.100000
